gu,D_name,pm10,pm25,color,lat,lon
중구,도로23B,231,187,"rgb(255,0,0)",37.539601,126.989386
중구,서울명소22,77,54,"rgb(116,217,0)",37.562186,126.946223
중구,공중전화,39,21,"rgb(116,217,0)",37.59461,127.035723
중구,서울84,60,39,"rgb(116,217,0)",37.577144,126.986202
중구,용산구,37,30,"rgb(116,217,0)",37.54,127.0048
중구,서울77,97,63,"rgb(255,189,0)",37.575793,126.971161
중구,서울C2예비22,80,65,"rgb(255,189,0)",37.561035,126.975477
중구,광화문사옥4층,63,40,"rgb(116,217,0)",37.571725,126.977862
중구,서울1039,87,56,"rgb(255,189,0)",37.571878,126.982805
중구,IBK 청량리점 앞,40,32,"rgb(116,217,0)",37.580488,127.044863
중구,서울120,217,156,"rgb(255,0,0)",37.528693,127.036776
중구,종로,39,26,"rgb(116,217,0)",37.5709,126.9965
중구,서울추가117,76,49,"rgb(116,217,0)",37.574595,126.997353
중구,서울C2예비28,107,69,"rgb(255,189,0)",37.573773,127.01873
중구,서울286,100,54,"rgb(255,189,0)",37.546889,126.960973
중구,서울추가189,68,55,"rgb(116,217,0)",37.534046,126.989198
중구,왕십리역8번출구,52,28,"rgb(116,217,0)",37.5610,127.0359
중구,서울_C2예비31,51,41,"rgb(116,217,0)",37.56985278,127.0378833
중구,서울67,54,29,"rgb(116,217,0)",37.591538,127.012957
중구,서울_C2예비29,227,147,"rgb(255,0,0)",37.578378,127.015204
중구,중구,39,26,"rgb(116,217,0)",37.5643,126.9747
중구,서울349,77,50,"rgb(116,217,0)",37.565818,126.972629
중구,서울C2예비22,80,65,"rgb(255,189,0)",37.561035,126.975477
중구,kt광화문1,37,24,"rgb(116,217,0)",37.5717,126.9777
중구,서울명소4,57,37,"rgb(116,217,0)",37.58116944,126.9853028
중구,공중전화,39,21,"rgb(116,217,0)",37.59461,127.035723
중구,서울159,70,45,"rgb(116,217,0)",37.57131944,127.0049194
중구,강변북로,51,34,"rgb(116,217,0)",37.5387,127.042
중구,서울1041_C2,18,14,"rgb(0,201,250)",37.54253889,127.0024944
중구,서울1049C2,100,55,"rgb(255,189,0)",37.556248,127.043185
중구,서울명소6,69,37,"rgb(116,217,0)",37.590826,127.034387
중구,서울명소1,36,29,"rgb(116,217,0)",37.55094444,126.990725
중구,중아 하이츠 단지내,71,39,"rgb(116,217,0)",37.561644,127.048471
중구,서울217,84,46,"rgb(255,189,0)",37.586582,127.027873
중구,정릉로,59,44,"rgb(116,217,0)",37.6067,127.0049
중구,서울C2예비15,51,36,"rgb(116,217,0)",37.558828,126.942408
중구,서울추가199_,41,33,"rgb(116,217,0)",37.537214,126.960392
중구,도로23B,231,187,"rgb(255,0,0)",37.539601,126.989386
중구,서울추가189,68,55,"rgb(116,217,0)",37.534046,126.989198
중구,왕십리역8번출구,52,28,"rgb(116,217,0)",37.5610,127.0359
중구,서울_C2예비31,51,41,"rgb(116,217,0)",37.56985278,127.0378833
중구,성북1치안센터 옆,26,14,"rgb(0,201,250)",37.590161,127.004073
중구,서울_C2예비27,87,56,"rgb(255,189,0)",37.570192,127.015998
중구,서울로7017a,40,32,"rgb(116,217,0)",37.5565,126.9738
중구,서울추가72,41,33,"rgb(116,217,0)",37.535076,126.974006
중구,서울_1016_C2,91,50,"rgb(255,189,0)",37.566338,127.04355
중구,광화문역6번출구앞,56,45,"rgb(116,217,0)",37.5699,126.9763
중구,서울164,87,56,"rgb(255,189,0)",37.576002,127.002575
중구,피자 알보로 앞,65,42,"rgb(116,217,0)",37.568185,126.964686
중구,서울294,32,20,"rgb(116,217,0)",37.566987,126.982366
중구,두산_실외기,58,38,"rgb(116,217,0)",37.5951,126.9901
중구,서울추가72,41,33,"rgb(116,217,0)",37.535076,126.974006
중구,서울명소1,36,29,"rgb(116,217,0)",37.55094444,126.990725
중구,동의보감 건물 앞,57,46,"rgb(116,217,0)",37.578094,127.036627
중구,서울120,217,156,"rgb(255,0,0)",37.528693,127.036776
중구,한강대로,47,34,"rgb(116,217,0)",37.5491,126.9704
중구,도로23B,231,187,"rgb(255,0,0)",37.539601,126.989386
중구,서울명소1,36,29,"rgb(116,217,0)",37.55094444,126.990725
중구,5층옥탑,39,31,"rgb(116,217,0)",37.5746,127.0378
중구,서울_C2예비29,227,147,"rgb(255,0,0)",37.578378,127.015204
중구,서울로7017a,40,32,"rgb(116,217,0)",37.5565,126.9738
중구,일반건물 앞,95,52,"rgb(255,189,0)",37.59402,127.020287
중구,서울125,100,55,"rgb(255,189,0)",37.561878,127.034766
중구,서울67,54,29,"rgb(116,217,0)",37.591538,127.012957
중구,서울294,32,20,"rgb(116,217,0)",37.566987,126.982366
중구,서울270,66,36,"rgb(116,217,0)",37.601101,127.033775
중구,100년 설렁탕 앞,60,33,"rgb(116,217,0)",37.588061,127.009885
중구,서울285,115,82,"rgb(255,189,0)",37.521632,127.033409
중구,건물앞,83,45,"rgb(255,189,0)",37.60219,127.025135
중구,관측망10,29,23,"rgb(0,201,250)",37.553691,126.973729
중구,서울로7017a,40,32,"rgb(116,217,0)",37.5565,126.9738
중구,서울명소6,69,37,"rgb(116,217,0)",37.590826,127.034387
중구,서울186,89,72,"rgb(255,189,0)",37.563878,127.006853
중구,약국앞,38,31,"rgb(116,217,0)",37.565572,127.02032
중구,서울1018_C2,51,27,"rgb(116,217,0)",37.56074722,126.9234083
중구,서대문구,40,25,"rgb(116,217,0)",37.5767,126.9378
중구,서울추가192,102,55,"rgb(255,189,0)",37.551756,126.963002
중구,옥상,35,21,"rgb(116,217,0)",37.5768,126.9390
중구,서울192,75,48,"rgb(116,217,0)",37.572374,127.012881
중구,서울명소1,36,29,"rgb(116,217,0)",37.55094444,126.990725
중구,다이소 앞,70,43,"rgb(116,217,0)",37.569018,126.91592
중구,도로25B,81,66,"rgb(255,189,0)",37.558644,126.980951
용산구,kt광화문4,42,27,"rgb(116,217,0)",37.5717,126.9777
용산구,서울명소16,87,56,"rgb(255,189,0)",37.58686111,126.9967
용산구,동대문 우체국 앞,56,30,"rgb(116,217,0)",37.575161,127.023902
용산구,서울288,200,144,"rgb(255,0,0)",37.517267,127.019448
용산구,종로구,47,31,"rgb(116,217,0)",37.572,127.005
용산구,서울77,97,63,"rgb(255,189,0)",37.575793,126.971161
용산구,서울267,79,40,"rgb(116,217,0)",37.50742778,127.0100833
용산구,잠원동_근린생활시설_신축공37.5121,71,36,"rgb(116,217,0)",37.512084,127.0104
용산구,서울295,79,57,"rgb(116,217,0)",37.520131,126.937737
용산구,광화문사옥4층,29,18,"rgb(0,201,250)",37.571725,126.977862
용산구,서울164,87,56,"rgb(255,189,0)",37.576002,127.002575
용산구,광화문역6번출구앞,56,45,"rgb(116,217,0)",37.5699,126.9763
용산구,명수대현대아파트102동앞,96,70,"rgb(255,189,0)",37.507399,126.962151
용산구,개인주택 앞,47,25,"rgb(116,217,0)",37.5472,126.9390
용산구,서울명소19,91,66,"rgb(255,189,0)",37.502471,126.974188
용산구,신촌로,42,30,"rgb(116,217,0)",37.5551,126.9361
용산구,서울_C2예비27,87,56,"rgb(255,189,0)",37.570192,127.015998
용산구,딥비전스,42,26,"rgb(116,217,0)",37.5741,126.9419
용산구,서울_214,53,42,"rgb(116,217,0)",37.545019,126.969972
용산구,서울추가73,87,70,"rgb(255,189,0)",37.533286,126.96409
용산구,도로23B,231,187,"rgb(255,0,0)",37.539601,126.989386
용산구,서울명소4,57,37,"rgb(116,217,0)",37.58116944,126.9853028
용산구,kt광화문1,37,24,"rgb(116,217,0)",37.5717,126.9777
용산구,서울159,34,22,"rgb(116,217,0)",37.57131944,127.0049194
용산구,제일빌딩앞,75,40,"rgb(116,217,0)",37.54566,126.95312
용산구,서울_C2예비12,100,54,"rgb(255,189,0)",37.54815278,126.9164683
용산구,애완용품점 앞,68,36,"rgb(116,217,0)",37.547015,126.944465
용산구,서울1018_C2,51,27,"rgb(116,217,0)",37.56074722,126.9234083
용산구,기존주소 건너편 앞 ,38,20,"rgb(116,217,0)",37.551128,126.955277
용산구,서울추가230,120,87,"rgb(255,90,0)",37.49838333,126.9434833
용산구,피자 알보로 앞,65,42,"rgb(116,217,0)",37.568185,126.964686
용산구,서울288,200,144,"rgb(255,0,0)",37.517267,127.019448
용산구,마포구,55,30,"rgb(116,217,0)",37.5498,126.9456
용산구,서울307,91,66,"rgb(255,189,0)",37.5135,126.925822
용산구,한강대로,47,34,"rgb(116,217,0)",37.5491,126.9704
용산구,서울218,154,112,"rgb(255,90,0)",37.521739,126.92489
용산구,서울로7017a,40,32,"rgb(116,217,0)",37.5565,126.9738
용산구,서울1041_C2,21,17,"rgb(0,201,250)",37.54253889,127.0024944
용산구,서울추가199_,41,33,"rgb(116,217,0)",37.537214,126.960392
용산구,서울_214,53,42,"rgb(116,217,0)",37.545019,126.969972
용산구,서울추가73,87,70,"rgb(255,189,0)",37.533286,126.96409
용산구,서울_명소13,69,44,"rgb(116,217,0)",37.57624,126.955337
용산구,서울명소1,36,29,"rgb(116,217,0)",37.55094444,126.990725
용산구,서울_명소13,69,44,"rgb(116,217,0)",37.57624,126.955337
용산구,서울명소22,77,54,"rgb(116,217,0)",37.562186,126.946223
용산구,신반포6차아파트_주택재건축,35,17,"rgb(116,217,0)",37.508942,127.001657
용산구,서울1039,87,56,"rgb(255,189,0)",37.571878,126.982805
용산구,광화문사옥15층,29,18,"rgb(0,201,250)",37.571726,126.977917
용산구,서울추가155,34,27,"rgb(116,217,0)",37.55161389,127.0025583
용산구,서울346,108,55,"rgb(255,189,0)",37.487379,126.993173
용산구,서울_1072_C2,70,38,"rgb(116,217,0)",37.548281,127.016669
용산구,서울C2예비15,51,36,"rgb(116,217,0)",37.558828,126.942408
용산구,동작대로 중앙차로,47,31,"rgb(116,217,0)",37.4854,126.9803
용산구,관측망9,315,223,"rgb(255,0,0)",37.55558,126.934927
용산구,잠원동_페이토프라자_신축공37.5123,45,32,"rgb(116,217,0)",37.51218056,127.0203194
용산구,서울267,79,40,"rgb(116,217,0)",37.50742778,127.0100833
용산구,서울1041_C2,21,17,"rgb(0,201,250)",37.54253889,127.0024944
용산구,신촌로,42,30,"rgb(116,217,0)",37.5551,126.9361
용산구,서울88,108,55,"rgb(255,189,0)",37.494256,127.01391
용산구,도산대로,63,34,"rgb(116,217,0)",37.516,127.0203
용산구,서울254,91,66,"rgb(255,189,0)",37.499947,126.930479
용산구,약국앞,38,31,"rgb(116,217,0)",37.565572,127.02032
용산구,서울추가61,77,55,"rgb(116,217,0)",37.5098,127.0417
용산구,서울로7017a,40,32,"rgb(116,217,0)",37.5565,126.9738
용산구,서울추가72,41,33,"rgb(116,217,0)",37.535076,126.974006
용산구,서울186,89,72,"rgb(255,189,0)",37.563878,127.006853
용산구,kt광화문1,37,24,"rgb(116,217,0)",37.5717,126.9777
용산구,서울348,67,44,"rgb(116,217,0)",37.564783,126.978392
용산구,용산구,37,30,"rgb(116,217,0)",37.54,127.0048
용산구,서울1032_C2,93,67,"rgb(255,189,0)",37.513351,126.940626
용산구,한강대로,47,34,"rgb(116,217,0)",37.5491,126.9704
용산구,서울1073_C2,68,34,"rgb(116,217,0)",37.487012,127.026784
용산구,서원초등학교,62,31,"rgb(116,217,0)",37.5026,127.0152
용산구,도로24B,74,37,"rgb(116,217,0)",37.500026,127.029835
용산구,실외기1,29,20,"rgb(0,201,250)",37.5115,127.0432
용산구,서울1041_C2,21,17,"rgb(0,201,250)",37.54253889,127.0024944
용산구,서울추가199_,41,33,"rgb(116,217,0)",37.537214,126.960392
용산구,서울추가72,41,33,"rgb(116,217,0)",37.535076,126.974006
용산구,서울추가20,144,103,"rgb(255,90,0)",37.524372,127.050104
성동구,서울명소6,69,37,"rgb(116,217,0)",37.590826,127.034387
성동구,서울285,115,82,"rgb(255,189,0)",37.521632,127.033409
성동구,약국앞,38,31,"rgb(116,217,0)",37.565572,127.02032
성동구,서울추가54,89,48,"rgb(255,189,0)",37.55805,127.034192
성동구,두산_실외기,58,38,"rgb(116,217,0)",37.5951,126.9901
성동구,서울_C2예비36,81,66,"rgb(255,189,0)",37.58433333,127.0683611
성동구,서울추가189,68,55,"rgb(116,217,0)",37.534046,126.989198
성동구,약국앞,38,31,"rgb(116,217,0)",37.565572,127.02032
성동구,서울추가54,89,48,"rgb(255,189,0)",37.55805,127.034192
성동구,두산_실외기,58,38,"rgb(116,217,0)",37.5951,126.9901
성동구,서울_C2예비36,81,66,"rgb(255,189,0)",37.58433333,127.0683611
성동구,서울추가189,68,55,"rgb(116,217,0)",37.534046,126.989198
성동구,중랑동부시장입구,38,28,"rgb(116,217,0)",37.593613,127.075281
성동구,서울120,217,156,"rgb(255,0,0)",37.528693,127.036776
성동구,서울342,29,22,"rgb(0,201,250)",37.585329,127.079986
성동구,서울291,77,55,"rgb(116,217,0)",37.519794,127.056733
성동구,삼일빌딩5층옥탑,62,47,"rgb(116,217,0)",37.58390833,127.0881333
성동구,서울추가54,89,48,"rgb(255,189,0)",37.55805,127.034192
성동구,행당동,78,45,"rgb(116,217,0)",37.555353,127.038078
성동구,서울293,155,111,"rgb(255,90,0)",37.513712,127.03031
성동구,종로,39,26,"rgb(116,217,0)",37.5709,126.9965
성동구,서울1041_C2,21,17,"rgb(0,201,250)",37.54253889,127.0024944
성동구,서울추가42,85,46,"rgb(255,189,0)",37.583023,127.029189
성동구,서울273,190,136,"rgb(255,90,0)",37.518865,127.049744
성동구,서울추가189,68,55,"rgb(116,217,0)",37.534046,126.989198
성동구,광화문사옥6층,57,37,"rgb(116,217,0)",37.5717222,126.977746
성동구,서울348,67,44,"rgb(116,217,0)",37.564783,126.978392
성동구,청계천로,39,30,"rgb(116,217,0)",37.5686,126.9981
성동구,서울349,65,42,"rgb(116,217,0)",37.565818,126.972629
성동구,서울_1016_C2,100,55,"rgb(255,189,0)",37.566338,127.04355
성동구,광화문역6번출구앞,56,45,"rgb(116,217,0)",37.5699,126.9763
성동구,서울159,34,22,"rgb(116,217,0)",37.57131944,127.0049194
성동구,강변북로,51,34,"rgb(116,217,0)",37.5387,127.042
성동구,서울_C2예비29,227,147,"rgb(255,0,0)",37.578378,127.015204
성동구,실외기1,29,20,"rgb(0,201,250)",37.5115,127.0432
성동구,서울345,108,55,"rgb(255,189,0)",37.503954,126.997105
성동구,서울285,115,82,"rgb(255,189,0)",37.521632,127.033409
성동구,강남구,47,34,"rgb(116,217,0)",37.5176,127.0481
성동구,서울293,155,111,"rgb(255,90,0)",37.513712,127.03031
성동구,도산대로,63,34,"rgb(116,217,0)",37.516,127.0203
성동구,서울_C2예비29,227,147,"rgb(255,0,0)",37.578378,127.015204
성동구,홍릉로,52,39,"rgb(116,217,0)",37.5805,127.0444
성동구,서울99,44,31,"rgb(116,217,0)",37.512892,127.056481
성동구,홍릉로,52,39,"rgb(116,217,0)",37.5805,127.0444
성동구,서울_C2예비27,87,56,"rgb(255,189,0)",37.570192,127.015998
성동구,강남구,47,34,"rgb(116,217,0)",37.5176,127.0481
성동구,서울99,44,31,"rgb(116,217,0)",37.512892,127.056481
성동구,선일빌딩5층옥탑,33,17,"rgb(116,217,0)",37.54152667,127.0668467
성동구,서울_C2예비34,59,48,"rgb(116,217,0)",37.595541,127.059506
성동구,중랑동부시장입구,38,28,"rgb(116,217,0)",37.593613,127.075281
성동구,서울159,34,22,"rgb(116,217,0)",37.57131944,127.0049194
광진구,선일빌딩5층옥탑,33,17,"rgb(116,217,0)",37.54152667,127.0668467
광진구,서울173,79,56,"rgb(116,217,0)",37.523752,127.045063
광진구,5층옥탑,39,31,"rgb(116,217,0)",37.5746,127.0378
광진구,서울125,47,25,"rgb(116,217,0)",37.561878,127.034766
광진구,장안평역2번출구앞,87,49,"rgb(255,189,0)",37.5616,127.0650
광진구,광진구,43,23,"rgb(116,217,0)",37.5472,127.0925
광진구,서울추가121,47,35,"rgb(116,217,0)",37.58665833,127.095525
광진구,자양사거리 제일경희한의원앞,54,28,"rgb(116,217,0)",37.5360,127.0838
광진구,서울추가54,89,48,"rgb(255,189,0)",37.55805,127.034192
광진구,서울33,64,48,"rgb(116,217,0)",37.601218,127.079749
광진구,서울1006_C2,96,52,"rgb(255,189,0)",37.54713333,127.0444083
광진구,서울87,96,56,"rgb(255,189,0)",37.514044,127.100068
광진구,강변북로,51,34,"rgb(116,217,0)",37.5387,127.042
광진구,서울추가121,47,35,"rgb(116,217,0)",37.58665833,127.095525
광진구,참설농탕 앞,68,40,"rgb(116,217,0)",37.5090,127.1116
광진구,서울_명소11,100,55,"rgb(255,189,0)",37.544978,127.039458
광진구,참설농탕 앞,68,40,"rgb(116,217,0)",37.5090,127.1116
광진구,서울1006_C2,96,52,"rgb(255,189,0)",37.54713333,127.0444083
광진구,못된 강아지 앞,85,50,"rgb(255,189,0)",37.5068,127.1054
광진구,서울_명소11,100,55,"rgb(255,189,0)",37.544978,127.039458
광진구,서울1076_C2,71,58,"rgb(116,217,0)",37.57337222,127.0518194
광진구,SH공사01,37,26,"rgb(116,217,0)",37.5350,127.0468
광진구,유해68,74,53,"rgb(116,217,0)",37.49778056,127.0754806
광진구,5층옥상,30,15,"rgb(116,217,0)",37.53443056,127.0670917
광진구,서울추가147,110,90,"rgb(255,189,0)",37.578424,127.066172
광진구,KT우체국앞,66,38,"rgb(116,217,0)",37.496156,127.122124
광진구,서울추가204,51,27,"rgb(116,217,0)",37.531002,127.086763
동대문구,이천농장정육식당 앞,42,34,"rgb(116,217,0)",37.574073,127.07175
동대문구,서울추가5,107,58,"rgb(255,189,0)",37.5848,127.0184
동대문구,파리바게트앞,55,29,"rgb(116,217,0)",37.556313,127.082461
동대문구,서울164,87,56,"rgb(255,189,0)",37.576002,127.002575
동대문구,중랑동부시장입구,22,16,"rgb(0,201,250)",37.593613,127.075281
동대문구,서울추가85,83,68,"rgb(255,189,0)",37.567773,127.068658
동대문구,동대문구,47,39,"rgb(116,217,0)",37.5758,127.0289
동대문구,서울192,75,48,"rgb(116,217,0)",37.572374,127.012881
동대문구,서울C2예비28,107,69,"rgb(255,189,0)",37.573773,127.01873
동대문구,100년 설렁탕 앞,51,28,"rgb(116,217,0)",37.588061,127.009885
동대문구,서울_추가164,68,42,"rgb(116,217,0)",37.60865,127.02336
동대문구,약국앞,38,31,"rgb(116,217,0)",37.565572,127.02032
동대문구,서울220,77,42,"rgb(116,217,0)",37.564079,127.02992
동대문구,동대문 우체국 앞,56,30,"rgb(116,217,0)",37.575161,127.023902
동대문구,서울_C2예비31,51,41,"rgb(116,217,0)",37.56985278,127.0378833
동대문구,약국앞,38,31,"rgb(116,217,0)",37.565572,127.02032
동대문구,서울_1072_C2,70,38,"rgb(116,217,0)",37.548281,127.016669
동대문구,동의보감 건물 앞,57,46,"rgb(116,217,0)",37.578094,127.036627
동대문구,강변북로,51,34,"rgb(116,217,0)",37.5387,127.042
동대문구,서울192,75,48,"rgb(116,217,0)",37.572374,127.012881
동대문구,관측망7,37,20,"rgb(116,217,0)",37.60665833,127.0276278
동대문구,5층옥상,81,55,"rgb(255,189,0)",37.61971667,127.0745722
동대문구,하모니마트회기점앞,76,62,"rgb(116,217,0)",37.59125,127.051693
동대문구,KT공릉지점앞,40,27,"rgb(116,217,0)",37.626649,127.072817
동대문구,서울추가42,85,46,"rgb(255,189,0)",37.583023,127.029189
동대문구,석계역 3번 출구 옆,56,38,"rgb(116,217,0)",37.615826,127.067411
동대문구,중랑구,38,29,"rgb(116,217,0)",37.5849,127.094
동대문구,서울1045_C2,68,42,"rgb(116,217,0)",37.620436,127.028721
동대문구,kt 대리점 앞,42,23,"rgb(116,217,0)",37.602932,127.042041
동대문구,서울13,56,34,"rgb(116,217,0)",37.616754,127.02956
중랑구,삼일빌딩5층옥탑,54,41,"rgb(116,217,0)",37.58390833,127.0881333
중랑구,서울_227,70,53,"rgb(116,217,0)",37.600608,127.103632
중랑구,서울라파의원건너편,49,25,"rgb(116,217,0)",37.545041,127.089223
중랑구,kt 대리점 앞,42,23,"rgb(116,217,0)",37.602932,127.042041
중랑구,서울추가151,102,70,"rgb(255,189,0)",37.62289444,127.0610861
중랑구,서울라파의원건너편,49,25,"rgb(116,217,0)",37.545041,127.089223
중랑구,면목동,55,39,"rgb(116,217,0)",37.576200,127.089086
중랑구,서울추가94,41,21,"rgb(116,217,0)",37.553965,127.088369
중랑구,5층옥상,81,55,"rgb(255,189,0)",37.61971667,127.0745722
중랑구,2층옥탑,53,28,"rgb(116,217,0)",37.55275556,127.0794889
중랑구,동구동,50,30,"rgb(116,217,0)",37.6187,127.1382
중랑구,서울1052_C2,89,72,"rgb(255,189,0)",37.602612,127.067717
중랑구,이천농장정육식당 앞,42,34,"rgb(116,217,0)",37.574073,127.07175
중랑구,5층옥탑,37,28,"rgb(116,217,0)",37.595075,127.0815944
중랑구,서울_1016_C2,100,55,"rgb(255,189,0)",37.566338,127.04355
중랑구,서울_C2예비36,81,66,"rgb(255,189,0)",37.58433333,127.0683611
중랑구,5층옥탑,37,28,"rgb(116,217,0)",37.595075,127.0815944
중랑구,관측망7,37,20,"rgb(116,217,0)",37.60665833,127.0276278
중랑구,삼일빌딩5층옥탑,54,41,"rgb(116,217,0)",37.58390833,127.0881333
중랑구,화랑로,41,26,"rgb(116,217,0)",37.6177,127.0751
중랑구,하계1차청구아파트관리소앞,42,28,"rgb(116,217,0)",37.638616,127.072074
성북구,서울67,49,26,"rgb(116,217,0)",37.591538,127.012957
성북구,서울_C2예비29,227,147,"rgb(255,0,0)",37.578378,127.015204
성북구,종로구,47,31,"rgb(116,217,0)",37.572,127.005
성북구,서울13,56,34,"rgb(116,217,0)",37.616754,127.02956
성북구,서울C2예비22,80,65,"rgb(255,189,0)",37.561035,126.975477
성북구,다이닝 부페 앞,36,22,"rgb(116,217,0)",37.609344,127.029782
성북구,서울_1016_C2,100,55,"rgb(255,189,0)",37.566338,127.04355
성북구,광화문사옥9층,48,31,"rgb(116,217,0)",37.571722,126.977794
성북구,서울164,87,56,"rgb(255,189,0)",37.576002,127.002575
성북구,5층옥탑,39,31,"rgb(116,217,0)",37.5746,127.0378
성북구,서울84,85,55,"rgb(255,189,0)",37.577144,126.986202
성북구,동대문구,47,39,"rgb(116,217,0)",37.5758,127.0289
성북구,서울264,87,56,"rgb(255,189,0)",37.570856,126.98744
성북구,서울C2예비30,77,47,"rgb(116,217,0)",37.61125,127.0349583
성북구,수유3동 우체국 앞,70,49,"rgb(116,217,0)",37.641251,127.028856
성북구,서울164,87,56,"rgb(255,189,0)",37.576002,127.002575
성북구,광화문역6번출구앞,56,45,"rgb(116,217,0)",37.5699,126.9763
성북구,서울159,34,22,"rgb(116,217,0)",37.57131944,127.0049194
성북구,건물앞,74,40,"rgb(116,217,0)",37.60219,127.025135
성북구,서울1051_C2,87,71,"rgb(255,189,0)",37.577764,127.05843
성북구,성북1치안센터 옆,26,14,"rgb(0,201,250)",37.590161,127.004073
성북구,서울_C2예비27,87,56,"rgb(255,189,0)",37.570192,127.015998
성북구,서울로7017a,40,32,"rgb(116,217,0)",37.5565,126.9738
성북구,서울192,75,48,"rgb(116,217,0)",37.572374,127.012881
성북구,서울_1072_C2,70,38,"rgb(116,217,0)",37.548281,127.016669
성북구,kt광화문1,45,29,"rgb(116,217,0)",37.5717,126.9777
성북구,서울명소4,57,37,"rgb(116,217,0)",37.58116944,126.9853028
성북구,서울113,56,45,"rgb(116,217,0)",37.584987,127.052716
성북구,서울159,34,22,"rgb(116,217,0)",37.57131944,127.0049194
성북구,성북1치안센터 옆,26,14,"rgb(0,201,250)",37.590161,127.004073
성북구,서울_C2예비27,87,56,"rgb(255,189,0)",37.570192,127.015998
성북구,서울로7017a,40,32,"rgb(116,217,0)",37.5565,126.9738
성북구,서울192,75,48,"rgb(116,217,0)",37.572374,127.012881
성북구,서울_1072_C2,70,38,"rgb(116,217,0)",37.548281,127.016669
성북구,kt광화문1,45,29,"rgb(116,217,0)",37.5717,126.9777
성북구,서울명소4,57,37,"rgb(116,217,0)",37.58116944,126.9853028
성북구,서울113,56,45,"rgb(116,217,0)",37.584987,127.052716
성북구,서울159,34,22,"rgb(116,217,0)",37.57131944,127.0049194
성북구,성북1치안센터 옆,26,14,"rgb(0,201,250)",37.590161,127.004073
성북구,서울추가210,50,41,"rgb(116,217,0)",37.578668,127.072544
성북구,서울1103C2,75,41,"rgb(116,217,0)",37.61031944,127.0121361
성북구,다이닝 부페 앞,36,22,"rgb(116,217,0)",37.609344,127.029782
성북구,서울1039,87,56,"rgb(255,189,0)",37.571878,126.982805
성북구,왕십리역8번출구,53,29,"rgb(116,217,0)",37.5610,127.0359
성북구,도로25A,85,69,"rgb(255,189,0)",37.560882,126.982159
성북구,kt 대리점 앞,42,23,"rgb(116,217,0)",37.602932,127.042041
성북구,서울77,75,48,"rgb(116,217,0)",37.575793,126.971161
성북구,서울270,100,55,"rgb(255,189,0)",37.601101,127.033775
성북구,석계역 3번 출구 옆,56,38,"rgb(116,217,0)",37.615826,127.067411
성북구,서울125,47,25,"rgb(116,217,0)",37.561878,127.034766
성북구,광화문역6번출구앞,56,45,"rgb(116,217,0)",37.5699,126.9763
성북구,서울추가140,113,73,"rgb(255,189,0)",37.60109389,126.979185
성북구,서울67,49,26,"rgb(116,217,0)",37.591538,127.012957
성북구,서울추가117,76,49,"rgb(116,217,0)",37.574595,126.997353
성북구,관측망7,37,20,"rgb(116,217,0)",37.60665833,127.0276278
성북구,핑클맛사지앞,116,63,"rgb(255,189,0)",37.61238,127.059216
성북구,서울186,89,72,"rgb(255,189,0)",37.563878,127.006853
성북구,서울113,56,45,"rgb(116,217,0)",37.584987,127.052716
성북구,도로25A,85,69,"rgb(255,189,0)",37.560882,126.982159
